REQUEST_ID,CREATED_ON,REQUEST_TYPE,REQUEST_ORIGIN,STATUS,DEPARTMENT,NEIGHBORHOOD,COUNCIL_DISTRICT,WARD,TRACT,PUBLIC_WORKS_DIVISION,PLI_DIVISION,POLICE_ZONE,FIRE_ZONE,X,Y,GEO_ACCURACY
291262,2018-09-26T14:03:00,Smoke detectors,Call Center,1,Fire Bureau,Morningside,7,10,42003101400,2,10,5,7-Mar,-79.92983711,40.47975654,APPROXIMATE
291260,2018-09-26T14:02:00,Tree Removal,Call Center,3,DPW - Forestry Division,Carrick,4,29,42003290400,3,29,3,23-Apr,-79.981607,40.387121,EXACT
291259,2018-09-26T14:00:00,Weeds/Debris,Call Center,1,"Permits, Licenses and Inspections",South Side Flats,3,17,42003170200,3,17,3,24-Apr,-79.9833451,40.4258789,EXACT
291258,2018-09-26T13:53:00,Refuse Violations,Report2Gov iOS,1,DPW - Refuse,Garfield,9,11,42003111400,2,11,5,8-Mar,-79.92949232,40.46738886,APPROXIMATE
291257,2018-09-26T13:52:00,Sidewalk Obstruction,Website,0,DOMI - Permits,Mount Washington,2,19,42003191400,5,19,3,27-Apr,-80.0142236,40.4273769,EXACT
291256,2018-09-26T13:51:00,Speeding,Website,0,Police - Zones 1-6,Manchester,6,21,42003210700,1,21,1,8-Jan,-80.0269195,40.4566107,EXACT
291255,2018-09-26T13:51:00,Pruning (city tree),Call Center,3,DPW - Forestry Division,Crawford-Roberts,6,3,42003030500,3,3,2,1-Feb,-79.9839154,40.4398934,EXACT
291254,2018-09-26T13:50:00,Sidewalk Obstruction,Website,0,DOMI - Permits,Mount Washington,2,19,42003191400,5,19,3,27-Apr,-80.013765,40.4274553,EXACT
291253,2018-09-26T13:49:00,Illegal Parking,Text Message,0,Police - Zones 1-6,Central Business District,6,2,42003020100,6,2,2,4-Jan,-79.99604398,40.43962321,APPROXIMATE
291252,2018-09-26T13:48:00,Junk Vehicles,Website,3,"Permits, Licenses and Inspections",Mount Washington,2,19,42003191400,5,19,3,27-Apr,-80.01417803,40.42579638,APPROXIMATE
291251,2018-09-26T13:43:00,Hydrant,Call Center,0,Pittsburgh Water and Sewer Authority,Lincoln Place,5,31,42003310200,3,31,4,20-Apr,-79.9084467,40.3650237,EXACT
291250,2018-09-26T13:42:00,Overgrowth,Call Center,1,DPW - Street Maintenance,Lincoln Place,5,31,42003310200,3,31,4,20-Apr,-79.9056742,40.3633552,EXACT
291249,2018-09-26T13:39:00,Couch on Porch,Control Panel,1,"Permits, Licenses and Inspections",South Side Slopes,3,16,42003160800,3,16,3,22-Apr,-79.96867491,40.4193118,APPROXIMATE
291248,2018-09-26T13:37:00,City Source (CDBG),Call Center,0,"City Source Associates, Inc.",Beltzhoover,3,18,42003562400,5,18,3,16-Apr,-80.00488525,40.41875532,APPROXIMATE
291247,2018-09-26T13:34:00,Street Light - Repair,Call Center,1,Allegheny City Electric,Sheraden,2,20,42003562500,5,20,6,16-Jan,-80.0493551,40.4530164,EXACT
291246,2018-09-26T13:32:00,Weeds/Debris,Control Panel,3,"Permits, Licenses and Inspections",Central Northside,1,22,42003220600,1,22,1,6-Jan,-80.0052036,40.4573492,EXACT
291245,2018-09-26T13:30:00,Potholes,Call Center,1,DPW - Street Maintenance,Allentown,3,18,42003180300,5,18,3,21-Apr,-79.9970414,40.4195677,EXACT
291244,2018-09-26T13:30:00,Stormwater Runoff,Call Center,3,"Permits, Licenses and Inspections",Knoxville,3,30,42003300100,5,30,3,6-Apr,-79.99304152,40.41487706,APPROXIMATE
291243,2018-09-26T13:24:00,City Source (CDBG),Call Center,0,"City Source Associates, Inc.",Larimer,9,12,42003120800,2,12,5,12-Mar,-79.9127012,40.46165004,APPROXIMATE
291242,2018-09-26T13:23:00,Weeds/Debris,Call Center,1,"Permits, Licenses and Inspections",Marshall-Shadeland,1,27,42003271500,1,27,1,14-Jan,-80.02935961,40.47051968,EXACT
291241,2018-09-26T13:23:00,Unpermitted Electrical Work,Control Panel,1,"Permits, Licenses and Inspections",Summer Hill,1,26,42003261200,1,26,1,15-Jan,-80.00703532,40.49029811,APPROXIMATE
291240,2018-09-26T13:18:00,Traffic Shop ,Control Panel,3,DOMI - TrafficShop,Chateau,6,21,42003980600,1,21,1,8-Jan,-80.03063977,40.45339556,APPROXIMATE
291239,2018-09-26T13:17:00,Sidewalk Obstruction,Website,0,DOMI - Permits,Strip District,7,6,42003020300,6,6,2,25-Feb,-79.9762368,40.456824,EXACT
291238,2018-09-26T13:16:00,Unpermitted Electrical Work,Control Panel,3,"Permits, Licenses and Inspections",Perry North,1,26,42003260700,1,26,1,15-Jan,-80.0129983,40.48624949,APPROXIMATE
291237,2018-09-26T13:14:00,"Leaves, Grass or Other Yard Debris",Call Center,1,DPW - Refuse,Shadyside,8,7,42003070300,2,7,4,22-Mar,-79.93261059,40.45012391,APPROXIMATE
291236,2018-09-26T13:13:00,Weeds/Debris,Call Center,1,"Permits, Licenses and Inspections",Banksville,2,20,42003202300,5,20,6,9-Apr,-80.04563999,40.404235,EXACT
291235,2018-09-26T13:10:00,Unpermitted Electrical Work,Control Panel,1,"Permits, Licenses and Inspections",Brookline,4,19,42003191900,5,19,6,26-Apr,-80.01939827,40.39451303,APPROXIMATE
291234,2018-09-26T13:09:00,Weeds/Debris,Control Panel,3,"Permits, Licenses and Inspections",Bedford Dwellings,6,5,42003050900,3,5,2,5-Feb,-79.9669838,40.4531997,EXACT
291232,2018-09-26T13:08:00,Parking Authority,Call Center,0,Parking Authority,Upper Lawrenceville,7,10,42003101100,2,10,2,5-Mar,-79.952113,40.4805038,EXACT
291233,2018-09-26T13:08:00,Patrol,Call Center,3,Police - Zones 1-6,Marshall-Shadeland,1,27,42003271500,1,27,1,14-Jan,-80.03417819,40.47163095,APPROXIMATE
291231,2018-09-26T13:07:00,Building Maintenance,Call Center,1,"Permits, Licenses and Inspections",Carrick,4,29,42003290200,3,29,3,12-Apr,-79.98744096,40.39901153,APPROXIMATE
291230,2018-09-26T13:05:00,Potholes,Website,3,DPW - Street Maintenance,Bloomfield,7,8,42003080400,2,8,5,1-Mar,-79.9465195,40.4593504,EXACT
291229,2018-09-26T13:00:00,Potholes,Call Center,3,DPW - Street Maintenance,Swisshelm Park,5,14,42003141100,3,14,4,19-Feb,-79.9023886,40.4221466,EXACT
291228,2018-09-26T12:59:00,Potholes,Call Center,1,DPW - Street Maintenance,Carrick,4,32,42003320600,3,32,3,25-Apr,-80.0002149,40.3996131,EXACT
291227,2018-09-26T12:53:00,"Permits, Licenses and Inspections",Call Center,1,"Permits, Licenses and Inspections",Larimer,9,12,42003120400,2,12,5,12-Mar,-79.90866882,40.46321094,APPROXIMATE
291226,2018-09-26T12:48:00,Curb/Request for Asphalt Windrow,Control Panel,1,DPW - Street Maintenance,Carrick,4,29,42003290100,3,29,3,23-Apr,-79.99612045,40.39462578,EXACT
291225,2018-09-26T12:45:00,Missed Blue Bag,Report2Gov iOS,1,DPW - Refuse,Central Northside,6,25,42003250300,1,25,1,21-Jan,-80.0119655,40.45830151,APPROXIMATE
291224,2018-09-26T12:43:00,Building Maintenance,Call Center,1,"Permits, Licenses and Inspections",Marshall-Shadeland,1,27,42003271500,1,27,1,14-Jan,-80.03424643,40.47192232,APPROXIMATE
291223,2018-09-26T12:42:00,Weeds/Debris,Call Center,3,"Permits, Licenses and Inspections",Point Breeze North,9,14,42003140500,2,14,4,14-Mar,-79.90260257,40.45095023,EXACT
291220,2018-09-26T12:39:00,Tree Issues,Call Center,3,"Permits, Licenses and Inspections",Hazelwood,5,15,42003562300,3,15,4,12-Feb,-79.92884054,40.41448299,APPROXIMATE
291219,2018-09-26T12:39:00,Refuse Violations,Call Center,1,DPW - Refuse,Spring Hill-City View,1,24,42003262000,1,24,1,24-Jan,-79.99439634,40.46320676,APPROXIMATE
291222,2018-09-26T12:39:00,Refuse Violations,Call Center,0,DPW - Refuse,Point Breeze,8,14,42003140600,3,14,4,14-Mar,-79.90679701,40.44928891,APPROXIMATE
291221,2018-09-26T12:39:00,Potholes,Control Panel,1,DPW - Street Maintenance,Shadyside,8,7,42003070300,2,7,4,22-Mar,-79.9325985,40.4506734,EXACT
291218,2018-09-26T12:36:00,Abandoned Vehicle (parked on street),Call Center,0,Police - AVU,Spring Hill-City View,1,24,42003262000,1,24,1,24-Jan,-79.99434563,40.46307503,APPROXIMATE
291217,2018-09-26T12:35:00,"Permits, Licenses and Inspections",Email,1,"Permits, Licenses and Inspections",Sheraden,2,20,42003562500,5,20,6,16-Jan,-80.05190135,40.45471662,APPROXIMATE
291216,2018-09-26T12:34:00,"Manhole Covers, PWSA",Call Center,1,Pittsburgh Water and Sewer Authority,Lower Lawrenceville,7,6,42003060300,2,6,2,3-Mar,-79.9655501,40.4665948,EXACT
291215,2018-09-26T12:31:00,Replace/Repair a Sign,Control Panel,1,DOMI - TrafficShop,Fairywood,2,28,42003563000,5,28,6,16-Jan,-80.0809463,40.4413992,EXACT
291214,2018-09-26T12:30:00,Pruning (city tree),Call Center,3,DPW - Forestry Division,Troy Hill,1,24,42003240600,1,24,1,2-Jan,-79.9878817,40.4586771,EXACT
291213,2018-09-26T12:29:00,"Traffic or Pedestrian Signal, Repair",Call Center,1,DOMI - TrafficShop,Bloomfield,7,8,42003080400,2,8,5,23-Feb,-79.9452218,40.4549756,EXACT
291212,2018-09-26T12:28:00,Potholes,Call Center,1,DPW - Street Maintenance,East Liberty,9,11,42003111500,2,11,5,8-Mar,-79.9205871,40.4652454,EXACT
291211,2018-09-26T12:26:00,Vacant Building,Control Panel,3,"Permits, Licenses and Inspections",Homewood North,9,13,42003130200,2,13,5,17-Mar,-79.894026,40.4575609,EXACT
291210,2018-09-26T12:25:00,Smoke detectors,Call Center,1,Fire Bureau,Beechview,4,19,42003191600,5,19,6,28-Apr,-80.02405366,40.41941517,APPROXIMATE
291209,2018-09-26T12:23:00,Replace/Repair Sign,Control Panel,1,DOMI - TrafficShop,Sheraden,2,20,42003202200,5,20,6,16-Jan,-80.06232279,40.45510419,APPROXIMATE
291208,2018-09-26T12:22:00,Weeds/Debris,Call Center,1,"Permits, Licenses and Inspections",Central Lawrenceville,7,9,42003090100,2,9,2,3-Mar,-79.9624276,40.4719091,EXACT
291206,2018-09-26T12:21:00,Street Cleaning/Sweeping,Control Panel,1,DPW - Street Maintenance,Squirrel Hill North,8,14,42003140100,3,14,4,8-Feb,-79.9335363,40.4383038,EXACT
291207,2018-09-26T12:21:00,Building Maintenance,Call Center,3,"Permits, Licenses and Inspections",Hazelwood,5,15,42003562300,3,15,4,12-Feb,-79.93704178,40.41582932,APPROXIMATE
291205,2018-09-26T12:20:00,Weeds/Debris,Control Panel,1,"Permits, Licenses and Inspections",Westwood,2,20,42003563100,5,20,6,18-Jan,-80.04543,40.43433,EXACT
291204,2018-09-26T12:12:00,Missed Blue Bag,Call Center,1,DPW - Refuse,Esplen,2,20,42003562500,5,20,6,27-Jan,-80.05644504,40.46225109,APPROXIMATE
291203,2018-09-26T12:07:00,Missed Pick Up,Call Center,1,DPW - Refuse,Shadyside,8,7,42003070500,2,7,4,11-Mar,-79.92747246,40.45523769,APPROXIMATE
291202,2018-09-26T12:05:00,Sinkhole,Website,1,DPW - Street Maintenance,Central Northside,1,25,42003220600,1,25,1,6-Jan,-80.0067294,40.4573835,EXACT
291201,2018-09-26T11:58:00,Barking Dog,Website,1,Animal Care & Control,Brookline,4,32,42003320600,5,32,6,25-Apr,-80.00360644,40.39277483,APPROXIMATE
291200,2018-09-26T11:51:00,Dumpster (on Street),Call Center,1,DOMI - Permits,Bloomfield,7,8,42003080200,2,8,5,1-Mar,-79.95034941,40.45962074,EXACT
291199,2018-09-26T11:50:00,Request New Sign,Call Center,3,,Bloomfield,7,8,42003080200,2,8,5,1-Mar,-79.95016848,40.45933066,EXACT
291197,2018-09-26T11:49:00,Retaining Wall ,Control Panel,0,DOMI - Structures,Perry South,6,26,42003261400,1,26,1,23-Jan,-80.0086018,40.4710047,EXACT
291198,2018-09-26T11:49:00,Check Conditions,Website,1,Animal Care & Control,Perry North,1,26,42003260700,1,26,1,15-Jan,-80.01144572,40.4806426,APPROXIMATE
291194,2018-09-26T11:43:00,Traffic,Website,0,Police - Zones 1-6,Central Business District,6,1,42003020100,6,1,2,4-Jan,-80.0012066,40.4398222,EXACT
291195,2018-09-26T11:43:00,"City Steps, Need Cleared",Call Center,3,DPW - Street Maintenance,Allentown,3,18,42003180300,5,18,3,6-Apr,-79.9886809,40.4188242,EXACT
291196,2018-09-26T11:43:00,Pruning (city tree),Website,3,DPW - Forestry Division,,,,,,,,,0,0,EXACT
291193,2018-09-26T11:40:00,Vacant Building,Control Panel,3,"Permits, Licenses and Inspections",Carrick,4,29,42003290400,3,29,3,23-Apr,-79.9793396,40.3826818,EXACT
291192,2018-09-26T11:40:00,Unpermitted Electrical Work,Control Panel,1,"Permits, Licenses and Inspections",South Side Flats,3,16,42003160900,3,16,3,24-Apr,-79.96849229,40.42599082,APPROXIMATE
291191,2018-09-26T11:39:00,Loose Dog(s),Website,1,Animal Care & Control,Allegheny Center,1,22,42003562700,1,22,1,6-Jan,-80.00483131,40.45216159,APPROXIMATE
291190,2018-09-26T11:35:00,Tree Removal,Website,3,DPW - Forestry Division,Squirrel Hill North,5,14,42003140300,3,14,4,18-Feb,-79.91802068,40.43997748,EXACT
291189,2018-09-26T11:33:00,"Catch Basin, Clogged",Website,1,Pittsburgh Water and Sewer Authority,Point Breeze,9,14,42003140600,3,14,4,14-Mar,-79.9052987,40.4475978,EXACT
291188,2018-09-26T11:32:00,Paving Request,Call Center,1,DOMI - Asphalt,Duquesne Heights,2,19,42003191100,5,19,3,1-Apr,-80.0227154,40.4322852,EXACT
291187,2018-09-26T11:31:00,Overgrowth,Call Center,3,DPW - Street Maintenance,Duquesne Heights,2,19,42003191100,5,19,3,1-Apr,-80.0227154,40.4322852,EXACT
291186,2018-09-26T11:29:00,Potholes,Website,0,DPW - Street Maintenance,Brookline,4,32,42003320600,5,32,6,25-Apr,-80.0034672,40.3920899,EXACT
291185,2018-09-26T11:21:00,Rodent control,Call Center,1,Animal Care & Control,Oakwood,2,28,42003562800,5,28,6,19-Jan,-80.06857867,40.42680432,APPROXIMATE
291184,2018-09-26T11:19:00,Guide Rail,Call Center,0,DPW - Construction Division,Elliott,2,20,42003562600,5,20,6,17-Jan,-80.042099,40.4419758,EXACT
291183,2018-09-26T11:15:00,Abandoned Vehicle (parked on street),Call Center,0,Police - AVU,Lincoln Place,5,31,42003310200,3,31,4,20-Apr,-79.91229224,40.37737872,APPROXIMATE
291181,2018-09-26T11:15:00,Weeds/Debris,Call Center,1,"Permits, Licenses and Inspections",Mount Washington,2,19,42003191500,5,19,3,27-Apr,-80.01145077,40.42225279,EXACT
291182,2018-09-26T11:15:00,Pruning (city tree),Call Center,3,DPW - Forestry Division,Polish Hill,7,6,42003060500,6,6,2,6-Feb,-79.95784113,40.45973249,EXACT
291180,2018-09-26T11:14:00,Dumpster,Report2Gov iOS,3,"Permits, Licenses and Inspections",East Liberty,9,11,42003111300,2,11,5,8-Mar,-79.92915032,40.47085637,APPROXIMATE
291179,2018-09-26T11:13:00,Illegal Dumping,Website,1,DOMI - Permits,Sheraden,2,20,42003202200,5,20,6,16-Jan,-80.06341266,40.45150401,APPROXIMATE
291176,2018-09-26T11:12:00,Bulk,Call Center,0,DPW - Refuse,Bloomfield,7,8,42003080600,2,8,5,23-Mar,-79.93981916,40.46171396,APPROXIMATE
291177,2018-09-26T11:12:00,Guide Rail,Website,1,DPW - Construction Division,Polish Hill,7,6,42003060500,6,6,2,24-Feb,-79.9671585,40.4553675,EXACT
291178,2018-09-26T11:12:00,"Handicap Ramp, Repair",Call Center,0,DOMI - Streets,Elliott,2,20,42003562600,5,20,6,17-Jan,-80.0379405,40.4457454,EXACT
291174,2018-09-26T11:11:00,Traffic,Call Center,3,DOMI - Traffic,,6,,42003980600,,,,,-80.0269904,40.4464733,EXACT
291175,2018-09-26T11:11:00,Missed Pick Up,Website,0,DPW - Refuse,,,,,,,,,,,OUT_OF_BOUNDS
291172,2018-09-26T11:08:00,Pruning (city tree),Website,1,DPW - Forestry Division,,,,,,,,,0,0,EXACT
291173,2018-09-26T11:08:00,Unpermitted Electrical Work,Control Panel,1,"Permits, Licenses and Inspections",Squirrel Hill North,8,14,42003140100,3,14,4,8-Feb,-79.94366189,40.44272847,APPROXIMATE
291170,2018-09-26T11:07:00,Traffic,Website,1,Police - Zones 1-6,Squirrel Hill South,5,14,42003140800,3,14,4,21-Feb,-79.9185924,40.436867,EXACT
291169,2018-09-26T11:07:00,Curb /Angle Iron/Metal Exposed,Call Center,3,DPW - Street Maintenance,South Side Flats,3,17,42003170200,3,17,3,24-Apr,-79.9782258,40.4275564,EXACT
291171,2018-09-26T11:07:00,Weeds/Debris,Control Panel,3,"Permits, Licenses and Inspections",Manchester,6,21,42003210700,1,21,1,8-Jan,-80.0262067,40.4580665,EXACT
291167,2018-09-26T11:05:00,Unpermitted Electrical Work,Control Panel,3,"Permits, Licenses and Inspections",Shadyside,8,7,42003070300,2,7,4,22-Mar,-79.9323793,40.4502348,APPROXIMATE
291168,2018-09-26T11:05:00,Weeds/Debris,Control Panel,3,"Permits, Licenses and Inspections",Manchester,6,21,42003210700,1,21,1,8-Jan,-80.0261261,40.4580819,EXACT
291166,2018-09-26T11:03:00,Broken Sidewalk,Website,0,"Permits, Licenses and Inspections",South Side Slopes,3,17,42003170600,3,17,3,6-Apr,-79.9878668,40.4223971,EXACT
291165,2018-09-26T11:03:00,Street Light - Repair,Call Center,1,Allegheny City Electric,Central Lawrenceville,7,9,42003090200,2,9,2,3-Mar,-79.9565676,40.4675588,EXACT
291164,2018-09-26T11:01:00,Weeds/Debris,Call Center,1,"Permits, Licenses and Inspections",Homewood South,9,13,42003130400,2,13,5,17-Mar,-79.88662784,40.45172721,EXACT
291163,2018-09-26T10:57:00,Litter,Report2Gov iOS,3,DPW - Street Maintenance,North Shore,1,22,42003981200,6,22,1,7-Jan,-80.004616,40.448498,EXACT
291162,2018-09-26T10:52:00,Sinkhole,Website,1,DPW - Street Maintenance,Hazelwood,5,15,42003562900,3,15,4,12-Feb,-79.94780494,40.42186291,EXACT
291161,2018-09-26T10:45:00,Potholes,Call Center,1,DPW - Street Maintenance,Point Breeze,9,14,42003981100,3,14,4,18-Feb,-79.9118094,40.4455683,EXACT
291160,2018-09-26T10:44:00,Leaves/Street Cleaning,Call Center,3,DPW - Street Maintenance,East Liberty,9,11,42003111500,2,11,5,8-Mar,-79.9306464,40.4635368,EXACT
291159,2018-09-26T10:44:00,Replace/Repair Sign,Report2Gov iOS,1,DOMI - TrafficShop,East Liberty,9,11,42003111500,2,11,5,8-Mar,-79.92494999,40.46207809,APPROXIMATE
291157,2018-09-26T10:43:00,Replace/Repair Sign,Report2Gov iOS,1,DOMI - TrafficShop,East Liberty,9,11,42003111500,2,11,5,8-Mar,-79.92512906,40.46244357,APPROXIMATE
291158,2018-09-26T10:43:00,Paving Concern/Problem,Call Center,1,DOMI - Asphalt,Morningside,7,10,42003101400,2,10,5,7-Mar,-79.9254412,40.4865593,EXACT
291156,2018-09-26T10:42:00,Litter,Call Center,1,DPW - Street Maintenance,Homewood South,9,13,42003130400,2,13,5,17-Mar,-79.88667369,40.45146087,EXACT
291154,2018-09-26T10:41:00,Sinkhole,Call Center,1,DPW - Street Maintenance,South Side Flats,3,16,42003160900,3,16,3,24-Apr,-79.9762584,40.4285035,EXACT
291155,2018-09-26T10:41:00,Unpermitted Electrical Work,Website,3,"Permits, Licenses and Inspections",East Allegheny,1,23,42003563200,1,23,1,20-Jan,-79.99803533,40.45297777,APPROXIMATE
291153,2018-09-26T10:40:00,Early Set Out,Call Center,1,DPW - Refuse,Troy Hill,1,24,42003240600,1,24,1,2-Jan,-79.98406021,40.46245261,APPROXIMATE
291152,2018-09-26T10:39:00,Rodent control,Call Center,1,Animal Care & Control,Hazelwood,5,15,42003562300,3,15,4,12-Feb,-79.93721098,40.41592409,APPROXIMATE
291150,2018-09-26T10:39:00,Litter,Call Center,1,DPW - Street Maintenance,West Oakland,6,4,42003040200,3,4,4,14-Feb,-79.9622323,40.4397304,EXACT
291151,2018-09-26T10:39:00,Pruning (city tree),Website,3,DPW - Forestry Division,Shadyside,8,7,42003070500,2,7,4,11-Mar,-79.93073091,40.45381258,EXACT
291149,2018-09-26T10:32:00,Potholes,Control Panel,1,DPW - Street Maintenance,Beechview,4,19,42003192000,5,19,6,28-Apr,-80.0204148,40.4044079,EXACT
291148,2018-09-26T10:27:00,Litter,Control Panel,3,DPW - Street Maintenance,Beltzhoover,3,18,42003562400,5,18,3,5-Apr,-79.999914,40.421568,EXACT
291147,2018-09-26T10:26:00,Illegal Parking,Call Center,0,Police - Zones 1-6,Squirrel Hill South,5,14,42003140800,3,14,4,21-Feb,-79.9207406,40.43516954,APPROXIMATE
291146,2018-09-26T10:25:00,Sidewalk (City Property),Call Center,0,DPW - Construction Division,Upper Lawrenceville,7,10,42003101100,2,10,2,5-Mar,-79.9526837,40.4810516,EXACT
291145,2018-09-26T10:21:00,Potholes,Call Center,1,DPW - Street Maintenance,East Liberty,9,11,42003111500,2,11,5,8-Mar,-79.9245802,40.4619928,EXACT
291144,2018-09-26T10:21:00,Dead Animal,Call Center,1,Animal Care & Control,Duquesne Heights,2,19,42003191100,5,19,3,1-Apr,-80.0240725,40.4341251,EXACT
291143,2018-09-26T10:21:00,"Traffic or Pedestrian Signal, Repair",Call Center,1,DOMI - TrafficShop,East Liberty,9,11,42003111500,2,11,5,10-Mar,-79.9174803,40.4633954,EXACT
291142,2018-09-26T10:18:00,Illegal Dumping,Call Center,0,DOMI - Permits,Crawford-Roberts,6,3,42003030500,3,3,2,1-Feb,-79.98120753,40.44041427,APPROXIMATE
291141,2018-09-26T10:17:00,Street Light - Repair,Website,1,Allegheny City Electric,Upper Lawrenceville,7,10,42003101100,2,10,2,5-Mar,-79.9546467,40.4797232,EXACT
291139,2018-09-26T10:16:00,Potholes,Call Center,0,DPW - Street Maintenance,Central Oakland,3,4,42003040500,3,4,4,14-Feb,-79.9558719,40.4392364,EXACT
291140,2018-09-26T10:16:00,Potholes,Call Center,1,DPW - Street Maintenance,Upper Hill,6,5,42003050600,3,5,2,22-Feb,-79.9644067,40.4538576,EXACT
291138,2018-09-26T10:13:00,Leak,Call Center,1,Pittsburgh Water and Sewer Authority,Perry South,6,26,42003261500,1,26,1,23-Jan,-80.01015839,40.47187012,EXACT
291136,2018-09-26T10:09:00,Illegal Parking,Call Center,0,Police - Zones 1-6,Swisshelm Park,5,14,42003141100,3,14,4,19-Feb,-79.90498726,40.42083306,APPROXIMATE
291137,2018-09-26T10:09:00,Sinkhole,Call Center,0,DPW - Street Maintenance,Lincoln Place,5,31,42003310200,3,31,4,20-Apr,-79.9173244,40.3793571,EXACT
291135,2018-09-26T10:05:00,Street Light - Repair,Call Center,1,Allegheny City Electric,New Homestead,5,31,42003310300,3,31,4,20-Apr,-79.9188194,40.3843743,EXACT
291134,2018-09-26T10:04:00,Potholes,Call Center,1,DPW - Street Maintenance,Swisshelm Park,5,14,42003141100,3,14,4,19-Feb,-79.9052331,40.4185707,EXACT
291133,2018-09-26T10:02:00,Building Maintenance,Call Center,3,"Permits, Licenses and Inspections",Central Northside,1,22,42003220600,1,22,1,6-Jan,-80.00462775,40.45655896,APPROXIMATE
291132,2018-09-26T10:01:00,Abandoned Vehicle (parked on street),Website,0,Police - AVU,Fineview,1,25,42003250900,1,25,1,10-Jan,-80.00407697,40.46405538,APPROXIMATE
291131,2018-09-26T09:54:00,Illegal Parking,Call Center,0,Police - Zones 1-6,Elliott,2,20,42003562600,5,20,6,17-Jan,-80.04041877,40.44797205,APPROXIMATE
291130,2018-09-26T09:54:00,Pruning (city tree),Call Center,3,DPW - Forestry Division,Squirrel Hill South,5,14,42003980500,3,14,4,8-Feb,-79.9430475,40.4400754,EXACT
291129,2018-09-26T09:54:00,Potholes,Call Center,1,DPW - Street Maintenance,Sheraden,2,20,42003562500,5,20,6,16-Jan,-80.0515797,40.4572938,EXACT
291127,2018-09-26T09:52:00,Walkway or Trail,Website,3,DPW - Street Maintenance,Westwood,2,28,42003563100,5,28,6,18-Jan,-80.05233054,40.43288239,EXACT
291128,2018-09-26T09:52:00,Wires,Call Center,1,DOMI - Permits,Summer Hill,1,26,42003429100,1,26,1,15-Jan,-80.01484197,40.49927238,EXACT
291126,2018-09-26T09:51:00,Sidewalk Obstruction,Control Panel,0,DOMI - Permits,Sheraden,2,20,42003202200,5,20,6,16-Jan,-80.0669766,40.4514785,EXACT
291125,2018-09-26T09:49:00,Dumpster (on Street),Control Panel,1,DOMI - Permits,Carrick,4,29,42003290200,3,29,3,12-Apr,-79.9840837,40.4009953,EXACT
291124,2018-09-26T09:47:00,Stagnant Water,Call Center,1,ACHD - Housing,Upper Lawrenceville,7,10,42003101100,2,10,2,5-Mar,-79.9518939,40.47948987,APPROXIMATE
291123,2018-09-26T09:42:00,Building Without a Permit,Call Center,0,"Permits, Licenses and Inspections",Squirrel Hill South,5,14,42003140800,3,14,4,21-Feb,-79.91631695,40.43096275,APPROXIMATE
291122,2018-09-26T09:42:00,Missed Pick Up,Call Center,1,DPW - Refuse,Marshall-Shadeland,1,27,42003271500,1,27,1,14-Jan,-80.0273397,40.47026046,APPROXIMATE
291121,2018-09-26T09:40:00,"Traffic or Pedestrian Signal, Repair",Call Center,1,DOMI - TrafficShop,East Liberty,9,11,42003111500,2,11,5,10-Mar,-79.9174803,40.4633954,EXACT
291119,2018-09-26T09:39:00,Barricades,Call Center,1,DPW - Street Maintenance,Point Breeze,9,14,42003140600,3,14,4,14-Mar,-79.8946826,40.4449465,EXACT
291120,2018-09-26T09:39:00,Litter,Call Center,1,DPW - Street Maintenance,Bluff,6,1,42003010300,3,1,2,4-Feb,-79.9866256,40.4383059,EXACT
291118,2018-09-26T09:39:00,Traffic Shop ,Website,3,DOMI - TrafficShop,West Oakland,6,4,42003040200,3,4,4,10-Feb,-79.9677202,40.43712305,APPROXIMATE
291117,2018-09-26T09:36:00,"Permits, Licenses and Inspections",Website,1,"Permits, Licenses and Inspections",Homewood North,9,13,42003130200,2,13,5,17-Mar,-79.89106907,40.45747982,APPROXIMATE
291116,2018-09-26T09:35:00,Building Maintenance,Call Center,1,"Permits, Licenses and Inspections",Knoxville,3,30,42003300100,5,30,3,6-Apr,-79.99261734,40.41665564,APPROXIMATE
291115,2018-09-26T09:32:00,Rodent control,Call Center,1,Animal Care & Control,Homewood South,9,13,42003130400,2,13,5,17-Mar,-79.8889535,40.45450335,APPROXIMATE
291114,2018-09-26T09:29:00,Illegal Parking,Report2Gov iOS,1,Police - Zones 1-6,Squirrel Hill South,5,14,42003140800,3,14,4,21-Feb,-79.92148383,40.43128966,APPROXIMATE
291113,2018-09-26T09:28:00,Potholes,Twitter,1,DPW - Street Maintenance,Bloomfield,7,8,42003080400,2,8,5,1-Mar,-79.9435139,40.45579,EXACT
291112,2018-09-26T09:26:00,Potholes,Call Center,1,DPW - Street Maintenance,Brighton Heights,1,27,42003270800,1,27,1,14-Jan,-80.032697,40.4831565,EXACT
291111,2018-09-26T09:25:00,Potholes,Call Center,1,DPW - Street Maintenance,Brighton Heights,1,27,42003270800,1,27,1,14-Jan,-80.032697,40.4831565,EXACT
291110,2018-09-26T09:24:00,Building Without a Permit,Call Center,3,"Permits, Licenses and Inspections",South Side Flats,3,17,42003170200,3,17,3,24-Apr,-79.97923325,40.42693739,APPROXIMATE
